Record_ID,Region,District,Year,Season,Crop,Temp_Min_C,Temp_Max_C,Rainfall_mm,Humidity_Pct,Solar_Rad_MJm2,Soil_pH,Organic_Carbon_Pct,Nitrogen_kg_ha,Phosphorus_kg_ha,Potassium_kg_ha,Crop_Yield_kg_ha,GDD_Degree_Days,RAI_Index,THI_Index,SNI_Index
AGR_Wes_2021_00466,West_Zone,GJ_Saurashtra,2021,Rabi,Soybean,20.0,29.19,264.35,75.16,10.16,6.81,0.38,152.8,14.2,214.1,2569.89,1751.4,-0.5,73.81,55.96
AGR_Wes_2021_00467,West_Zone,GJ_Saurashtra,2021,Kharif,Soybean,25.92,37.87,709.45,74.43,12.72,6.88,0.778,208.6,27.1,199.6,3274.8,2627.4,0.755,85.01,63.27
AGR_Wes_2022_00468,West_Zone,GJ_Saurashtra,2022,Rabi,Pulses,21.23,35.03,183.11,52.87,11.62,6.25,0.642,186.1,22.6,273.0,1912.73,2175.6,-0.729,76.22,77.07
AGR_Wes_2019_00469,West_Zone,GJ_Saurashtra,2019,Rabi,Soybean,22.28,31.34,68.39,42.19,18.62,5.88,0.732,138.0,20.9,270.9,2138.28,2017.2,-1.052,73.13,73.1
AGR_Wes_2018_00470,West_Zone,GJ_Saurashtra,2018,Rabi,Maize,21.81,33.74,206.54,68.16,13.29,5.87,0.714,157.7,12.2,170.9,3422.3,2133.0,-0.663,77.8,58.06
AGR_Wes_2018_00471,West_Zone,MH_Marathwada,2018,Rabi,Wheat,21.92,33.96,172.12,55.59,12.27,6.47,0.24,147.5,32.2,240.0,3545.89,2152.8,-0.779,76.33,64.87
AGR_Wes_2021_00472,West_Zone,MP_Malwa,2021,Zaid,Pulses,26.64,40.03,45.07,56.44,10.7,7.6,0.751,130.0,23.3,259.6,1194.7,2800.2,-1.099,83.81,54.33
AGR_Wes_2022_00473,West_Zone,GJ_Saurashtra,2022,Kharif,Soybean,25.18,35.64,348.65,69.07,10.0,6.81,0.696,138.9,18.3,224.2,3248.12,2449.2,-0.262,81.86,56.01
AGR_Wes_2023_00474,West_Zone,MH_Marathwada,2023,Kharif,Pulses,23.62,33.52,751.94,86.78,11.6,6.08,0.427,152.8,26.4,237.2,2240.03,2228.4,0.859,81.64,68.49
AGR_Wes_2019_00475,West_Zone,MP_Malwa,2019,Kharif,Cotton,24.86,36.48,823.57,75.3,11.35,7.84,0.566,127.2,22.7,227.0,3273.44,2480.4,1.116,83.26,48.07
AGR_Wes_2021_00476,West_Zone,GJ_Saurashtra,2021,Rabi,Wheat,21.66,34.04,230.59,33.3,17.24,6.71,0.524,174.5,30.7,236.3,4288.5,2142.0,-0.595,73.19,65.8
AGR_Wes_2018_00477,West_Zone,MP_Malwa,2018,Kharif,Maize,22.54,36.04,731.66,76.08,11.88,7.56,0.487,227.8,20.9,199.4,4237.78,2314.8,0.855,81.24,59.27
AGR_Wes_2023_00478,West_Zone,GJ_Saurashtra,2023,Rabi,Pulses,21.93,31.4,171.7,52.27,10.34,7.03,0.584,150.7,11.7,273.9,1509.77,1999.8,-0.761,74.2,62.06
AGR_Wes_2020_00479,West_Zone,MH_Marathwada,2020,Kharif,Cotton,25.28,32.53,377.96,60.59,13.94,6.1,0.591,194.0,27.4,216.0,2934.65,2268.6,-0.198,78.37,71.7
AGR_Wes_2018_00480,West_Zone,MH_Vidarbha,2018,Rabi,Soybean,20.6,31.55,161.75,44.4,10.0,6.72,0.603,205.4,15.7,191.3,2686.26,1929.0,-0.814,72.49,61.37
AGR_Wes_2023_00481,West_Zone,MP_Malwa,2023,Rabi,Pulses,20.14,31.76,98.84,62.4,12.34,6.68,0.562,153.1,15.8,216.9,1638.95,1914.0,-0.946,74.43,57.75
AGR_Wes_2018_00482,West_Zone,MH_Marathwada,2018,Zaid,Wheat,25.93,39.51,76.34,73.82,11.99,7.15,0.802,142.3,26.4,194.1,3468.28,2726.4,-1.05,86.17,50.74
AGR_Wes_2022_00483,West_Zone,GJ_Saurashtra,2022,Rabi,Pulses,22.98,32.75,176.34,55.66,15.14,6.38,0.537,176.7,27.5,219.8,1637.14,2143.8,-0.748,76.24,66.46
AGR_Wes_2023_00484,West_Zone,GJ_Saurashtra,2023,Zaid,Maize,25.68,38.65,40.27,40.2,12.43,6.62,0.707,152.5,16.0,200.7,3175.85,2659.8,-1.132,79.31,55.77
AGR_Wes_2019_00485,West_Zone,MP_Malwa,2019,Kharif,Soybean,23.41,34.45,902.87,84.46,10.0,5.37,0.772,202.5,17.4,233.3,3449.22,2271.6,1.342,81.9,84.39
AGR_Wes_2022_00486,West_Zone,MH_Vidarbha,2022,Kharif,Maize,25.11,36.88,1103.13,88.83,10.0,6.62,0.674,206.8,22.3,110.0,4529.46,2519.4,1.806,86.03,51.22
AGR_Wes_2023_00487,West_Zone,GJ_Saurashtra,2023,Kharif,Maize,24.13,31.16,812.8,75.69,12.78,6.19,0.668,153.7,29.2,139.8,4324.23,2117.4,1.046,78.62,52.13
AGR_Wes_2020_00488,West_Zone,MH_Marathwada,2020,Zaid,Soybean,25.51,36.33,42.53,45.26,12.7,5.53,0.673,156.2,30.0,170.6,2259.16,2510.4,-1.145,78.66,64.52
AGR_Wes_2021_00489,West_Zone,MH_Marathwada,2021,Kharif,Maize,25.47,33.73,751.94,77.65,11.69,5.67,0.224,175.3,24.7,223.5,3738.28,2352.0,0.859,81.96,74.69
AGR_Wes_2022_00490,West_Zone,GJ_Saurashtra,2022,Rabi,Pulses,19.5,32.21,214.76,55.41,12.58,6.19,0.454,175.2,24.8,168.4,1516.32,1902.6,-0.64,73.49,59.52
AGR_Wes_2021_00491,West_Zone,MP_Malwa,2021,Kharif,Cotton,25.0,37.5,487.17,69.08,10.0,7.5,0.581,194.9,14.9,291.4,3072.37,2550.0,0.159,83.11,66.83
AGR_Wes_2023_00492,West_Zone,GJ_Saurashtra,2023,Rabi,Maize,19.31,30.4,244.49,55.12,10.0,7.44,0.431,117.2,19.0,242.8,3405.93,1782.6,-0.556,72.1,50.94
AGR_Wes_2019_00493,West_Zone,GJ_Saurashtra,2019,Kharif,Cotton,23.96,31.64,910.31,74.51,15.77,6.76,0.682,168.0,15.9,208.2,2892.46,2136.0,1.321,78.7,58.0
AGR_Wes_2022_00494,West_Zone,GJ_Saurashtra,2022,Kharif,Pulses,25.17,34.22,528.53,66.53,12.32,7.6,1.007,131.3,18.6,167.4,2681.62,2363.4,0.245,80.4,41.75
AGR_Wes_2019_00495,West_Zone,GJ_Saurashtra,2019,Zaid,Soybean,26.63,38.43,88.32,48.42,13.95,7.83,0.58,159.7,20.3,111.3,2493.28,2703.6,-0.996,81.25,37.2
AGR_Wes_2021_00496,West_Zone,MP_Malwa,2021,Rabi,Cotton,19.12,26.9,227.71,72.26,10.0,7.2,0.615,217.3,21.5,205.8,2616.22,1561.2,-0.58,71.1,61.75
AGR_Wes_2022_00497,West_Zone,MH_Vidarbha,2022,Rabi,Wheat,24.19,35.85,124.48,52.76,11.82,6.64,0.266,148.6,21.3,213.0,3500.12,2402.4,-0.918,78.71,57.67
AGR_Wes_2023_00498,West_Zone,MH_Vidarbha,2023,Rabi,Pulses,19.45,29.85,109.37,73.78,10.0,7.33,0.708,255.3,16.9,242.1,1428.98,1758.0,-0.96,73.76,70.16
AGR_Wes_2019_00499,West_Zone,MH_Vidarbha,2019,Rabi,Wheat,19.46,28.44,166.86,38.7,14.89,5.83,0.646,160.7,20.8,184.6,3753.78,1674.0,-0.8,69.29,62.8
AGR_Wes_2022_00500,West_Zone,MP_Malwa,2022,Kharif,Pulses,26.24,37.86,1019.97,95.0,10.0,5.69,0.322,211.6,10.5,211.3,2144.91,2646.0,1.675,88.9,76.17
AGR_Wes_2020_00501,West_Zone,MH_Vidarbha,2020,Rabi,Pulses,21.01,31.19,66.86,49.58,13.2,5.29,0.454,207.6,15.5,207.7,1050.51,1932.0,-1.078,73.13,81.44
AGR_Wes_2023_00502,West_Zone,MH_Vidarbha,2023,Kharif,Pulses,25.09,34.0,423.5,72.73,10.0,6.77,0.879,195.4,20.4,256.0,2671.27,2345.4,-0.085,81.12,69.69
AGR_Wes_2022_00503,West_Zone,MH_Vidarbha,2022,Kharif,Soybean,25.27,36.17,285.2,71.72,10.0,6.43,0.699,187.4,23.7,201.3,3239.64,2486.4,-0.47,82.75,64.14
AGR_Wes_2020_00504,West_Zone,MP_Malwa,2020,Kharif,Maize,23.77,32.42,738.69,75.3,11.15,7.62,0.32,135.2,27.6,214.8,3707.59,2171.4,0.875,79.26,49.55
AGR_Wes_2018_00505,West_Zone,GJ_Saurashtra,2018,Kharif,Wheat,24.64,37.97,674.2,89.21,10.0,6.68,0.532,162.3,22.1,160.6,4687.28,2556.6,0.655,86.61,51.65
AGR_Wes_2018_00506,West_Zone,MH_Marathwada,2018,Kharif,Rice,23.84,34.45,649.15,71.12,10.0,6.77,0.669,198.5,21.3,273.2,5320.09,2297.4,0.568,80.27,72.82
AGR_Wes_2018_00507,West_Zone,GJ_Saurashtra,2018,Kharif,Soybean,25.23,35.43,483.01,55.74,11.36,5.2,0.427,175.4,26.5,193.4,3228.4,2439.6,0.116,79.6,76.02
AGR_Wes_2020_00508,West_Zone,MH_Vidarbha,2020,Kharif,Rice,23.94,36.65,774.31,74.73,10.0,6.29,0.405,161.5,39.7,243.3,4726.53,2435.4,0.891,82.59,70.67
AGR_Wes_2019_00509,West_Zone,MP_Malwa,2019,Rabi,Cotton,21.42,32.86,226.07,51.62,15.97,6.88,0.813,163.9,29.7,231.9,2606.73,2056.8,-0.584,74.74,61.85
AGR_Wes_2019_00510,West_Zone,GJ_Saurashtra,2019,Kharif,Pulses,23.91,34.77,974.41,75.69,10.0,7.18,0.422,263.1,10.4,215.4,2326.78,2320.8,1.502,81.26,68.09
AGR_Wes_2021_00511,West_Zone,MP_Malwa,2021,Kharif,Rice,23.27,35.510000000000005,1005.42,65.2,12.49,6.3,0.392,208.0,11.9,179.8,5176.99,2326.8,1.634,79.75,63.44
AGR_Wes_2020_00512,West_Zone,GJ_Saurashtra,2020,Rabi,Maize,22.96,31.22,214.03,65.69,10.03,7.87,0.883,266.9,20.6,205.4,4243.36,2050.8,-0.642,76.47,62.63
AGR_Wes_2021_00513,West_Zone,MH_Marathwada,2021,Rabi,Maize,19.97,30.16,157.72,33.49,14.81,6.03,0.435,161.5,14.9,209.2,3323.14,1807.8,-0.82,70.06,63.95
AGR_Wes_2019_00514,West_Zone,MP_Malwa,2019,Rabi,Soybean,18.71,31.64,140.04,50.78,17.7,7.29,0.646,170.2,19.9,220.7,2288.81,1821.0,-0.829,72.06,56.35
AGR_Wes_2021_00515,West_Zone,MP_Malwa,2021,Rabi,Soybean,21.47,32.73,198.2,59.54,14.55,5.61,0.672,194.0,18.8,194.8,2923.56,2052.0,-0.664,75.7,72.66
AGR_Wes_2018_00516,West_Zone,MH_Marathwada,2018,Kharif,Wheat,24.87,33.29,551.12,65.76,11.44,6.33,0.68,208.3,15.0,223.3,5089.46,2289.6,0.291,79.38,70.55
AGR_Wes_2019_00517,West_Zone,MH_Marathwada,2019,Rabi,Pulses,20.1,32.51,170.49,65.08,14.32,6.89,0.281,178.2,30.3,149.9,1272.47,1956.6,-0.784,75.26,52.02
AGR_Wes_2022_00518,West_Zone,MH_Vidarbha,2022,Kharif,Wheat,25.79,37.6,864.18,81.87,10.0,6.89,0.608,219.4,19.4,224.7,4792.05,2603.4,1.141,86.0,67.27
AGR_Wes_2023_00519,West_Zone,MP_Malwa,2023,Kharif,Soybean,22.73,33.56,704.51,69.28,10.0,7.09,0.486,197.7,24.1,309.3,3313.88,2177.4,0.777,78.51,74.91
AGR_Wes_2020_00520,West_Zone,MH_Marathwada,2020,Rabi,Maize,19.79,33.18,184.4,56.45,13.19,5.9,0.526,203.1,21.5,199.7,3486.65,1978.2,-0.744,74.47,71.92
AGR_Wes_2022_00521,West_Zone,MH_Vidarbha,2022,Zaid,Pulses,28.4,37.06,29.25,50.79,14.48,7.56,0.88,204.1,20.3,197.9,1623.71,2727.6,-1.183,81.94,55.86
AGR_Wes_2021_00522,West_Zone,MH_Vidarbha,2021,Kharif,Soybean,24.84,32.47,774.31,81.48,10.0,7.24,0.271,161.7,21.3,172.7,3118.04,2238.6,0.891,81.02,49.13
AGR_Wes_2018_00523,West_Zone,MH_Marathwada,2018,Zaid,Wheat,27.155,39.5,93.0,61.41,12.47,7.22,0.771,206.5,22.0,224.2,4200.04,2799.3,-1.002,84.75,62.7
AGR_Wes_2018_00524,West_Zone,MH_Vidarbha,2018,Kharif,Maize,19.82,30.63,736.43,74.84,12.1,7.2,0.233,161.6,29.3,223.1,3735.16,1827.0,0.786,74.76,57.5
AGR_Wes_2022_00525,West_Zone,GJ_Saurashtra,2022,Rabi,Soybean,21.44,35.27,194.6,57.45,13.27,6.92,0.527,272.5,14.0,224.5,3067.19,2202.6,-0.697,77.16,73.84
AGR_Wes_2022_00526,West_Zone,GJ_Saurashtra,2022,Kharif,Soybean,25.59,38.75,972.41,79.67,10.0,6.11,0.486,174.0,25.7,210.4,3129.21,2660.4,1.496,86.37,67.12
AGR_Wes_2019_00527,West_Zone,MH_Marathwada,2019,Rabi,Rice,19.44,27.23,171.21,64.16,13.33,5.53,0.48,170.1,26.4,249.9,3995.78,1600.2,-0.782,70.86,80.72
AGR_Wes_2021_00528,West_Zone,GJ_Saurashtra,2021,Rabi,Pulses,21.12,31.74,225.57,51.99,14.27,6.21,0.775,198.9,25.6,209.8,1553.31,1971.6,-0.609,73.85,69.94
AGR_Wes_2018_00529,West_Zone,GJ_Saurashtra,2018,Zaid,Cotton,27.15,36.39,65.58,38.84,12.76,7.3,0.589,211.3,32.3,257.2,2334.7,2612.4,-1.06,78.6,68.6
AGR_Wes_2020_00530,West_Zone,MP_Malwa,2020,Kharif,Rice,25.4,33.91,755.51,78.95,10.72,6.94,0.6,128.9,17.6,208.3,5020.06,2358.6,0.923,82.25,51.12
AGR_Wes_2018_00531,West_Zone,MH_Vidarbha,2018,Kharif,Soybean,24.61,35.46,979.75,79.7,11.65,7.04,0.772,204.8,26.5,202.1,3729.79,2404.2,1.463,82.97,61.56
AGR_Wes_2019_00532,West_Zone,GJ_Saurashtra,2019,Kharif,Pulses,24.869999999999997,36.25,570.83,63.38,13.14,6.99,0.514,241.6,23.1,195.6,2739.85,2467.2,0.364,81.15,65.85
AGR_Wes_2020_00533,West_Zone,MH_Marathwada,2020,Rabi,Cotton,20.91,32.084999999999994,185.6,77.39,10.85,7.32,0.369,214.8,18.3,224.9,2420.18,1979.7,-0.741,77.04,62.57
AGR_Wes_2020_00534,West_Zone,MH_Marathwada,2020,Rabi,Rice,22.14,31.6,157.72,60.86,11.99,7.6,0.791,190.9,13.1,249.3,4719.76,2024.4,-0.82,75.55,59.64
AGR_Wes_2023_00535,West_Zone,MP_Malwa,2023,Rabi,Cotton,21.75,29.21,165.87,61.7,15.05,7.78,0.493,194.8,25.3,158.8,2319.33,1857.6,-0.756,73.68,48.7
AGR_Wes_2022_00536,West_Zone,GJ_Saurashtra,2022,Kharif,Rice,22.54,32.82,464.46,72.38,11.56,7.59,0.479,183.7,18.8,195.0,5042.66,2121.6,0.064,78.23,52.37
AGR_Wes_2018_00537,West_Zone,MH_Vidarbha,2018,Rabi,Wheat,18.79,26.23,135.46,56.51,10.0,7.0,0.715,169.0,32.9,213.3,3518.32,1501.2,-0.887,69.05,59.31
AGR_Wes_2019_00538,West_Zone,MP_Malwa,2019,Rabi,Rice,20.71,27.87,153.56,47.9,14.25,6.43,0.704,172.5,26.5,130.8,4325.18,1714.8,-0.791,70.62,51.29
AGR_Wes_2022_00539,West_Zone,MH_Marathwada,2022,Kharif,Wheat,23.85,32.09,726.22,84.83,10.0,7.17,0.839,157.9,18.9,186.7,5024.11,2156.4,0.786,80.37,50.7
AGR_Wes_2020_00540,West_Zone,MH_Vidarbha,2020,Kharif,Rice,24.38,36.25,1034.14,78.11,10.0,6.71,0.718,176.6,30.0,158.5,5394.05,2437.8,1.614,83.16,54.41
AGR_Wes_2022_00541,West_Zone,MH_Marathwada,2022,Rabi,Pulses,21.47,32.084999999999994,178.9,61.99,13.16,6.2,0.631,183.2,15.9,294.3,1638.87,2013.3,-0.76,75.56,79.58
AGR_Wes_2018_00542,West_Zone,MH_Marathwada,2018,Kharif,Soybean,24.87,34.98,809.89,67.34,10.0,8.09,0.66,158.2,24.5,176.7,3103.63,2391.0,1.022,80.86,44.43
AGR_Wes_2023_00543,West_Zone,MP_Malwa,2023,Kharif,Cotton,24.64,32.54,700.29,70.49,14.11,6.6,0.676,144.1,28.6,219.2,3258.02,2230.8,0.765,79.35,59.38
AGR_Wes_2021_00544,West_Zone,MP_Malwa,2021,Kharif,Wheat,27.03,40.5,516.36,64.62,10.0,6.17,0.704,187.9,22.3,211.9,4637.91,2851.8,0.242,85.99,68.41
AGR_Wes_2019_00545,West_Zone,MH_Vidarbha,2019,Kharif,Pulses,26.35,39.81,804.81,78.68,10.48,7.55,0.682,140.6,23.6,214.6,2340.97,2769.6,0.976,87.64,50.17
AGR_Wes_2022_00546,West_Zone,GJ_Saurashtra,2022,Kharif,Soybean,24.97,35.42,963.69,76.59,11.67,6.11,0.441,188.6,12.0,177.9,3321.32,2423.4,1.472,82.73,61.95
AGR_Wes_2023_00547,West_Zone,MP_Malwa,2023,Rabi,Wheat,19.31,27.73,174.33,68.46,12.89,6.88,0.783,211.3,20.6,198.2,4073.95,1622.4,-0.732,71.53,62.51
AGR_Wes_2023_00548,West_Zone,MP_Malwa,2023,Rabi,Pulses,22.41,36.17,77.39,72.87,12.39,6.68,0.631,204.8,15.1,194.7,1350.91,2314.8,-1.007,80.76,62.07
AGR_Wes_2018_00549,West_Zone,MH_Marathwada,2018,Kharif,Pulses,24.87,35.24,1383.07,95.0,10.0,5.96,0.227,174.8,22.0,293.5,2256.4,2406.6,2.641,85.41,82.27
AGR_Wes_2023_00550,West_Zone,MH_Marathwada,2023,Kharif,Soybean,23.64,35.97,865.96,67.11,12.11,7.2,0.2,140.5,23.1,184.2,2915.41,2376.6,1.181,80.65,48.31
AGR_Wes_2021_00551,West_Zone,MH_Marathwada,2021,Kharif,Wheat,24.72,38.12,265.29,70.27,10.0,7.16,0.525,185.3,21.3,269.1,4190.05,2570.4,-0.516,83.57,66.44
AGR_Wes_2018_00552,West_Zone,MH_Vidarbha,2018,Kharif,Rice,24.16,36.67,178.67,50.5,14.12,6.74,0.408,190.4,33.4,269.3,4551.51,2449.8,-0.767,78.87,73.16
AGR_Wes_2021_00553,West_Zone,GJ_Saurashtra,2021,Rabi,Wheat,21.74,31.93,109.55,56.22,13.35,8.02,0.718,125.4,15.3,226.8,3419.32,2020.2,-0.936,74.92,45.82
AGR_Wes_2022_00554,West_Zone,MP_Malwa,2022,Kharif,Cotton,24.92,37.53,810.87,81.72,10.12,6.99,0.647,155.1,9.5,218.6,2807.39,2547.0,1.08,85.21,54.82
AGR_Wes_2022_00555,West_Zone,GJ_Saurashtra,2022,Rabi,Wheat,21.17,29.08,127.39,45.77,13.59,6.73,0.316,180.4,19.6,226.0,3380.84,1815.0,-0.886,71.45,63.3
AGR_Wes_2020_00556,West_Zone,MH_Marathwada,2020,Rabi,Soybean,21.72,32.084999999999994,167.74,54.56,11.73,7.56,0.61,206.8,20.7,127.9,2812.97,2028.3,-0.791,74.8,47.01
AGR_Wes_2019_00557,West_Zone,GJ_Saurashtra,2019,Rabi,Wheat,22.16,33.07,132.01,55.39,15.31,6.8,0.526,233.1,27.0,217.4,4200.84,2113.8,-0.873,75.87,70.22
AGR_Wes_2020_00558,West_Zone,MP_Malwa,2020,Kharif,Rice,24.63,37.96,496.47,59.52,13.84,6.05,0.61,141.2,12.8,290.0,4706.1,2555.4,0.185,81.55,73.39
AGR_Wes_2021_00559,West_Zone,MP_Malwa,2021,Kharif,Cotton,26.43,37.97,1402.3,93.97,10.0,6.75,0.652,151.2,21.3,226.8,2751.98,2664.0,2.763,88.98,59.16
AGR_Wes_2023_00560,West_Zone,MH_Vidarbha,2023,Kharif,Pulses,24.86,37.61,830.51,80.7,10.0,6.71,0.56,154.4,22.7,147.8,2472.5,2548.2,1.048,85.05,48.42
AGR_Wes_2020_00561,West_Zone,GJ_Saurashtra,2020,Zaid,Maize,27.21,37.51,77.41,36.96,11.45,5.56,0.622,178.2,28.2,261.9,3268.21,2683.2,-1.027,78.96,84.23
AGR_Wes_2019_00562,West_Zone,GJ_Saurashtra,2019,Rabi,Wheat,21.22,31.96,138.22,59.03,10.0,7.19,0.447,159.7,29.8,268.3,3798.65,1990.8,-0.856,74.93,63.67
AGR_Wes_2019_00563,West_Zone,MH_Marathwada,2019,Zaid,Wheat,29.13,39.82,59.85,45.96,11.64,6.72,0.53,145.4,27.1,291.4,3434.1,2937.0,-1.096,83.25,69.03
AGR_Wes_2022_00564,West_Zone,GJ_Saurashtra,2022,Zaid,Soybean,28.89,38.47,72.91,48.13,10.0,6.43,0.751,168.0,25.3,145.8,2212.61,2841.6,-1.04,82.67,52.74
AGR_Wes_2021_00565,West_Zone,GJ_Saurashtra,2021,Kharif,Rice,26.17,35.42,1067.66,87.67,11.04,7.27,0.801,146.5,23.5,280.5,4841.35,2495.4,1.765,85.5,61.97
AGR_Wes_2022_00566,West_Zone,GJ_Saurashtra,2022,Zaid,Wheat,26.02,33.2,64.11,62.37,12.0,6.44,0.809,152.4,11.6,261.3,3776.23,2353.2,-1.065,79.64,66.04
AGR_Wes_2023_00567,West_Zone,MP_Malwa,2023,Rabi,Pulses,20.56,28.2,193.64,51.2,11.25,7.17,0.458,239.3,17.9,196.1,1523.87,1725.6,-0.677,71.06,63.22
AGR_Wes_2021_00568,West_Zone,MP_Malwa,2021,Zaid,Rice,27.51,41.11,66.96,36.33,17.23,5.97,0.685,133.8,23.8,239.9,3824.64,2917.2,-1.037,81.12,66.58
AGR_Wes_2018_00569,West_Zone,MP_Malwa,2018,Kharif,Soybean,24.92,35.25,362.55,54.63,12.31,6.32,0.668,156.1,25.0,261.9,3214.16,2410.2,-0.196,79.09,70.09
AGR_Wes_2020_00570,West_Zone,GJ_Saurashtra,2020,Kharif,Rice,25.6,34.22,566.11,57.83,10.0,7.37,0.827,190.1,20.3,160.1,5346.97,2389.2,0.351,79.36,50.27
AGR_Wes_2019_00571,West_Zone,MP_Malwa,2019,Rabi,Rice,20.855,35.55,168.96,59.45,13.46,6.92,0.696,165.2,25.1,135.8,4504.11,2184.3,-0.747,77.23,47.12
AGR_Wes_2022_00572,West_Zone,MP_Malwa,2022,Zaid,Soybean,28.55,38.41,71.11,40.09,15.25,6.84,0.775,172.0,21.1,293.4,2108.89,2817.6,-1.025,80.87,71.13
AGR_Wes_2023_00573,West_Zone,MH_Marathwada,2023,Rabi,Wheat,23.73,33.18,139.92,34.32,14.81,6.71,0.637,117.4,26.5,259.2,4124.27,2214.6,-0.87,74.02,60.07
AGR_Wes_2022_00574,West_Zone,MH_Marathwada,2022,Rabi,Soybean,17.47,27.29,71.05,52.89,11.93,6.48,0.648,134.9,21.7,231.6,1904.93,1485.6,-1.064,68.58,59.91
AGR_Wes_2019_00575,West_Zone,MH_Vidarbha,2019,Zaid,Rice,25.07,36.89,52.7,60.44,13.54,6.94,0.694,185.5,19.8,197.3,4471.97,2517.6,-1.117,81.27,58.01
AGR_Wes_2018_00576,West_Zone,MH_Vidarbha,2018,Kharif,Rice,25.4,38.55,900.33,90.53,10.0,7.4,0.753,136.8,13.4,211.0,5034.15,2637.0,1.242,87.98,48.81
AGR_Wes_2018_00577,West_Zone,GJ_Saurashtra,2018,Kharif,Cotton,24.63,36.71,548.4,67.58,10.13,5.63,0.815,167.9,15.8,190.7,3061.14,2480.4,0.301,82.0,66.5
AGR_Wes_2018_00578,West_Zone,MH_Vidarbha,2018,Rabi,Cotton,21.04,30.78,161.75,49.31,10.66,5.95,0.699,127.6,18.5,218.5,2488.56,1909.2,-0.814,72.85,61.28
AGR_Wes_2018_00579,West_Zone,MH_Marathwada,2018,Rabi,Pulses,23.36,36.32,98.91,48.54,15.03,7.72,0.431,146.4,10.4,212.4,1705.35,2380.8,-0.986,77.82,47.82
AGR_Wes_2023_00580,West_Zone,MH_Vidarbha,2023,Rabi,Cotton,22.17,35.85,161.34,66.17,10.0,7.35,0.931,162.7,19.4,133.0,2504.62,2281.2,-0.815,79.34,42.87
AGR_Wes_2023_00581,West_Zone,MP_Malwa,2023,Zaid,Pulses,27.34,40.01,62.79,36.86,11.91,6.7,0.788,170.8,34.0,252.9,1279.86,2841.0,-1.049,80.48,68.31
AGR_Wes_2018_00582,West_Zone,MP_Malwa,2018,Rabi,Rice,20.27,29.74,125.95,54.36,12.94,6.08,0.795,198.4,23.9,215.3,4614.64,1800.6,-0.869,72.22,71.97
AGR_Wes_2023_00583,West_Zone,MH_Vidarbha,2023,Kharif,Soybean,24.84,37.59,1007.99,95.0,10.0,6.06,0.546,169.9,17.6,144.3,3259.02,2545.8,1.542,87.44,54.75
AGR_Wes_2023_00584,West_Zone,MH_Marathwada,2023,Rabi,Pulses,20.29,32.22,157.72,61.24,10.17,6.5,0.488,216.4,25.1,199.9,1313.41,1950.6,-0.82,74.73,67.91
AGR_Wes_2023_00585,West_Zone,MH_Vidarbha,2023,Rabi,Pulses,21.77,32.56,209.54,50.37,12.07,5.89,0.393,183.6,20.8,258.3,1583.13,2059.8,-0.681,74.61,78.56
AGR_Wes_2018_00586,West_Zone,MP_Malwa,2018,Kharif,Pulses,26.71,34.4,1019.2,87.42,10.81,6.76,0.22,166.3,19.8,217.4,2374.01,2466.6,1.673,85.05,59.69
AGR_Wes_2022_00587,West_Zone,MP_Malwa,2022,Rabi,Cotton,20.12,28.92,144.15,44.39,16.86,7.34,0.334,181.5,17.7,202.5,2326.38,1742.4,-0.817,70.55,54.73
AGR_Wes_2019_00588,West_Zone,MH_Vidarbha,2019,Kharif,Pulses,24.46,34.67,411.04,49.36,13.23,8.07,0.824,115.2,20.4,185.1,2465.78,2347.8,-0.12,77.59,39.74
AGR_Wes_2018_00589,West_Zone,MP_Malwa,2018,Kharif,Cotton,29.8,38.07,453.53,69.93,12.33,5.48,0.611,146.8,23.3,169.5,2920.76,2872.2,0.063,87.28,61.97
AGR_Wes_2023_00590,West_Zone,MP_Malwa,2023,Rabi,Wheat,20.34,30.19,174.0,76.02,10.0,6.92,0.621,239.3,23.6,194.8,4390.8,1831.8,-0.733,74.95,66.14
AGR_Wes_2021_00591,West_Zone,MH_Marathwada,2021,Kharif,Wheat,22.87,32.77,877.84,84.29,11.76,6.35,0.381,171.3,21.3,189.1,4404.58,2138.4,1.214,80.05,60.11
AGR_Wes_2023_00592,West_Zone,MH_Vidarbha,2023,Rabi,Pulses,22.85,32.0,95.38,47.4,15.09,6.97,0.733,152.6,15.5,177.5,1550.17,2091.0,-0.999,74.56,49.58
AGR_Wes_2020_00593,West_Zone,MH_Marathwada,2020,Kharif,Wheat,23.18,36.42,1303.05,80.46,10.27,7.28,0.37,206.3,21.3,283.7,4431.8,2376.0,2.415,82.71,70.23
AGR_Wes_2020_00594,West_Zone,MH_Marathwada,2020,Kharif,Pulses,26.39,34.13,271.98,67.7,17.06,5.97,0.637,252.0,13.1,225.8,2194.92,2431.2,-0.497,81.41,82.23
AGR_Wes_2020_00595,West_Zone,MH_Marathwada,2020,Kharif,Maize,26.22,39.64,554.74,75.55,10.0,7.76,0.373,172.0,31.4,210.2,3765.09,2751.6,0.302,86.82,53.3
AGR_Wes_2018_00596,West_Zone,MP_Malwa,2018,Kharif,Maize,23.7,35.66,975.72,75.3,10.0,5.82,0.541,153.5,16.2,290.8,4162.77,2361.6,1.549,81.73,79.12
